Transaction_ID,0,1,2,3,4
T00816,Elsheskin Night Rejuvenation,HADA LABO Gokujyun Ultimate Moisturizing Lotion,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00817,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,Hada Labo Shirojyun Ultimate Whitening Milk 
T00818,AVOSKIN Miraculous Retinol Toner 20mL,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Elsheskin Night Rejuvenation,Dear Klairs Supple Preparation Facial Toner,bio beauty lab acne treatment face oil
T00819,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00820,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00821,BANANA BOAT Deep Tanning Oil SPF2,Shiseido Future Solution LX Universal Defense E,Momopuri Gel Cream ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00822,Raiku Bright Radiance Night Cream ,Benton Deep Green Tea Cleansing Foam ,SKIN DEWI Tamanu Green Serum ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00823,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00824,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00825,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Elsheskin Night Rejuvenation,Dear Klairs Supple Preparation Facial Toner,POND's Juice Collection Cleanser 90 gr,Wardah UV Shield Light Matte Sun Stick SPF 50 PA++++
T00826,Dear Klairs Supple Preparation Facial Toner,HADA LABO Gokujyun Ultimate Moisturizing Lotion,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00827,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,A'pieu Deep Clean Cleansing Oil,Wardah Lightening Face Toner,bio beauty lab acne treatment face oil
T00828,SK-II Skin Power Cream 50gr,Wardah Lightening Face Toner,A'pieu Deep Clean Cleansing Oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00829,COSRX Centella Water Alcohol-Free Toner,PYUNKANG YUL Black Tea Deep Infusion Toner,SKEYNDOR Timeless Prodigy The Serum,Erha Perfect Shield Normal to Dry Skin SPF 30/PA++,bio beauty lab acne treatment face oil
T00830,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00831,BHUMI C+ Brightening Booster,Wardah Lightening Micellar Gentle Wash,BHUMI Beneath Cloud Nine Essence Toner,Azarine Skinfit Essence Toner,bio beauty lab acne treatment face oil
T00832,Laneige LNG Cream Skin Refiner - Moisturizing toner ,Somethinc Skin Defender Bakuchiol + COQ10 Serum,ELSHE SKIN Serum Vitamin C (20ml),bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00833,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,ELSHE SKIN Radiant Skin Serum 20 ml,The Body Shop Camomile Cleansing Balm,bio beauty lab acne treatment face oil
T00834,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00835,Dear Klairs Supple Preparation Facial Toner,AVOSKIN Miraculous Retinol Toner 20mL,A'pieu Deep Clean Cleansing Oil ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00836,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00837,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00838,KIEHLS Rare Earth Pore Refining Tonic (250ml),bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00839,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,A'pieu Deep Clean Cleansing Oil,SK-II Skin Power Cream 50gr,bio beauty lab acne treatment face oil
T00840,ANESSA Perfect UV Sunscreen Skincare Spray,SKEYNODR Delicate CleansingMilk,Nature Republic California Aloe Cooling Sun Spray SPF 50+ PA++++,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00841,COSRX One Step Moisture Up Pad ,IUNIK Tea Tree Relief Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00842,Dear Klairs Supple Preparation Facial Toner,AVOSKIN Miraculous Retinol Toner 20mL,Elsheskin Night Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00843,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Votre Peau Retinol Barrier Cream,bio beauty lab acne treatment face oil
T00844,SK-II Skin Power Cream 50gr,A'pieu Deep Clean Cleansing Oil,Wardah Lightening Face Toner,GLOWINC POTION GENTLE+ Soothing Essence Toner ,Avoskin Ultra Brightening Cream
T00845,Wardah Lightening Face Toner,SK-II Skin Power Cream 50gr,A'pieu Deep Clean Cleansing Oil,Innisfree Jeju Cherry Blossom Jelly Cream 50 mL,bio beauty lab acne treatment face oil
T00846,ANESSA Moisture UV Sunscreen Mild Gel,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00847,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00848,Wardah Lightening Face Toner,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00849,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Innisfree Olive Real Cleansing Foam 150 g,BHUMI Deep Hydration Exfoliating Toner 
T00850,Shiseido Future Solution LX Universal Defense E,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,Wardah Perfect Bright Creamy Foam Brightening + Smoothing,PURIVERA BOTANICALS Malachite Whitening Toner Essence - Niacinamide   Bulgrarian Rose Water
T00851,WESTCARE Rose Hydrating Toner,Erha Acne Clarifying Gel,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00852,A'pieu Deep Clean Cleansing Oil,Wardah Lightening Face Toner,SK-II Skin Power Cream 50gr,Wardah Renew You Anti Aging Night Cream,Wardah UV Shield Aqua Fresh Essence SPF 50
T00853,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00854,Bio Renew Foamy Cleanser 100g,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00855,A'pieu Deep Clean Cleansing Oil,SK-II Skin Power Cream 50gr,Wardah Lightening Face Toner,Elsheskin Day Rejuvenation,KIEHLS Ultra Facial Oil-Free Toner 250ml 
T00856,DR JART Cicapair Serum 30ml ,THE BATH BOX Salted Honey Facial Cleanser,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00857,Dear Klairs Supple Preparation Facial Toner,HADA LABO Gokujyun Ultimate Moisturizing Lotion,AVOSKIN Miraculous Retinol Toner 20mL,Elsheskin Night Rejuvenation,The Body Shop Vitamin E Cream Cleanser
T00858,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00859,AVOSKIN Miraculous Retinol Toner 20mL,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Elsheskin Night Rejuvenation,Dear Klairs Supple Preparation Facial Toner,bio beauty lab acne treatment face oil
T00860,Whitelab Exfoliating Toner,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00861,Wardah Lightening Face Toner,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00862,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil
T00863,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00864,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,NPURE Day Cream Cica,Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA,bio beauty lab acne treatment face oil
T00865,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00866,COSRX Centella Water Alcohol-Free Toner,MAKE OVER Hydration Serum 33ml,BIO-ESSENCE 24K Bio-Gold Gold Water 100ml ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00867,NPURE Cica Beat The Sun Powder ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00868,SKIN GAME Skin Barricade,BANANA BOAT Deep Tanning Oil SPF2,SKEYNODR Delicate CleansingMilk,IUNIK Tea Tree Relief Serum,bio beauty lab acne treatment face oil
T00869,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00870,HADA LABO Gokujyun Ultimate Moisturizing Lotion,AVOSKIN Miraculous Retinol Toner 20mL,Dear Klairs Supple Preparation Facial Toner,Elsheskin Night Rejuvenation,BLOOMKA Calendula + Vitamin B3 (Niacinamide) Whitening Toner
T00871,SKIN GAME Skin Barricade ,Wardah Nature Daily Aloe Hydramild Facial Wash,Innisfree Olive Real Cleansing Foam 150 g,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00872,Bio Renew Foamy Cleanser 100g,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00873,AVOSKIN Miraculous Retinol Toner 20mL,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Dear Klairs Supple Preparation Facial Toner,Elsheskin Night Rejuvenation,bio beauty lab acne treatment face oil
T00874,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00875,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,Kleveru Sea Bukcthorn Essence Toner,bio beauty lab acne treatment face oil
T00876,SK-II Skin Power Cream 50gr,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00877,Bio Renew Foamy Cleanser 100g,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,bio beauty lab acne treatment face oil
T00878,Wardah Lightening Face Toner,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,A'pieu Deep Clean Cleansing Oil,bio beauty lab acne treatment face oil
T00879,Whitelab Acne Calming Serum,Elsheskin Daily Protection Gel For Acne Skin ,Raiku Bright Radiance Night Cream ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00880,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00881,Skin Aqua UV Mild Milk ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00882,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00883,ANESSA Perfect UV Sunscreen Skincare Milk ,PURITO Pure Hyaluronic Acid 90 Serum,KIEHLS Ultra Light Daily UV Defense SPF 50 PA++++ with Anti Pollution (30ml) ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00884,essenHerb EssenHerb Bulgarian Rose Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00885,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Elsheskin Night Rejuvenation,AVOSKIN Miraculous Retinol Toner 20mL,Dear Klairs Supple Preparation Facial Toner,Innisfree Intensive Leisure Sun Stick SPF50+ PA++++ 18 g
T00886,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Dear Klairs Supple Preparation Facial Toner,Elsheskin Night Rejuvenation,AVOSKIN Miraculous Retinol Toner 20mL,bio beauty lab acne treatment face oil
T00887,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00888,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00889,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,SK-II Cleansing Gel 80gr,Wardah Lightening Face Mist ,bio beauty lab acne treatment face oil
T00890,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00891,SKIN GAME Skin Barricade,BANANA BOAT Deep Tanning Oil SPF2,Shiseido Future Solution LX Universal Defense E,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00892,AVOSKIN Miraculous Retinol Toner 20mL,Elsheskin Night Rejuvenation,Dear Klairs Supple Preparation Facial Toner,HADA LABO Gokujyun Ultimate Moisturizing Lotion,SCARLETT WHITENING Glowtening Serum
T00893,Elsheskin Day Rejuvenation,A'pieu Deep Clean Cleansing Oil,Safi Expert Solutions Bio Skin Mosturizer SPF 34 PA++,Somethinc Holyshield! UV Watery Sunscreen Gel SPF 50+ PA++++,bio beauty lab acne treatment face oil
T00894,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00895,BANANA BOAT Simply Protect Aqua Daily Moisture Sunscreen Lotion SPF50+ ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00896,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00897,Elsheskin Night Rejuvenation,AVOSKIN Miraculous Retinol Toner 20mL,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00898,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Elsheskin Night Rejuvenation,AVOSKIN Miraculous Retinol Toner 20mL,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00899,BANANA BOAT Deep Tanning Oil SPF2,Shiseido Future Solution LX Universal Defense E,OMNISKIN Watermelon Bright Whitening Night Cream 15gr,Cellus Mild Moisture Cream,bio beauty lab acne treatment face oil
T00900,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00901,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,BANANA BOAT Deep Tanning Oil SPF2,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00902,Shiseido Future Solution LX Universal Defense E,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,COSRX AC Collection Lightweight Soothing Moisturizer,bio beauty lab acne treatment face oil
T00903,Wardah Lightening Face Toner,A'pieu Deep Clean Cleansing Oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00904,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00905,SK-II Skin Power Cream 50gr,Wardah Lightening Face Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
